Dates ASML_Holding LVMH Lindle_PLC TOTALENERGIES SANOFI SAP L'OREAL SIEMENS ALLIANZ SCHNEIDER Deutsche_Telekom AIR_LIQUIDE IBERDROLA AIRBUS BNPP BAYER AXA VINCI Prosus Essilor Hermès Anheuser Mercedes Santander RICARD BASF ADYEN SAFRAN ENEL Münchener KERING ING Nordea Deutsche_Borse Danone Intesa Deutsche_Post Infineon Stellantis BBVA AHOLD ENI Volkswagen CRH Nokia Inditex BMW Adidas Flutter VONOVIA EUROSTOXX50
25/05/2022 541.690002 585.400024 318.760010 57.910000 55.619999 96.610001 307.899994 115.220001 197.600006 126.000000 18.392000 147.018188 10.980000 105.199997 51.200001 63.889999 23.180000 89.059998 42.680000 146.750000 1030.500000 55.270000 64.120003 3.090000 178.350006 49.224998 1445.400024 92.440002 6.020000 220.800003 450.299988 10.420000 100.900002 162.550003 54.790001 1.954000 37.544998 27.680000 13.970000 5.160000 25.215000 29.820000 146.500000 40.169998 4.880000 21.690001 77.339996 172.720001 9242.000000 34.220001 3700.120117
26/05/2022 542.400024 598.840027 317.549988 58.450001 55.360001 97.040001 310.750000 115.120003 197.860001 124.879997 18.600000 147.127274 11.400000 104.099998 52.320000 63.290001 23.639999 89.559998 42.000000 147.250000 1036.000000 56.380001 63.709999 3.160000 177.399994 48.755001 1392.800049 93.180000 6.100000 220.800003 451.350006 10.650000 102.919998 165.850006 54.759998 1.999000 37.095001 27.045000 14.450000 5.290000 25.100000 30.309999 145.440002 40.700001 4.940000 23.309999 77.790001 171.199997 9368.000000 33.500000 3652.389893
27/05/2022 572.630005 637.739990 323.910004 58.439999 54.880001 100.010002 305.700012 114.860001 198.000000 123.040001 18.850000 146.581818 11.425000 104.959999 51.990002 64.480003 23.700001 89.790001 43.174999 146.649994 1025.000000 56.500000 64.300003 3.210000 178.800003 49.555000 1399.000000 94.769997 6.158000 220.800003 453.399994 10.910000 104.000000 163.850006 54.880001 2.033000 37.669998 26.540001 14.760000 5.350000 25.445000 30.360001 148.300003 41.529999 5.100000 24.410000 79.190002 173.300003 9594.000000 33.990002 3744.629883
31/05/2022 584.590027 638.650024 324.450012 59.430000 53.000000 99.739998 315.299988 118.300003 198.800003 125.739998 18.936001 148.072723 11.315000 109.959999 52.980000 65.900002 24.084999 92.610001 45.345001 150.000000 1048.000000 56.369999 65.199997 3.220000 180.550003 50.790001 1478.400024 98.610001 6.200000 225.300003 471.399994 11.260000 103.180000 163.750000 54.889999 2.053000 37.880001 27.719999 14.940000 5.430000 25.620001 30.790001 151.339996 41.320000 5.040000 24.209999 80.250000 176.759995 9520.000000 34.060001 3817.709961
01/06/2022 577.440002 648.000000 323.529999 58.490002 53.709999 100.940002 328.399994 125.680000 198.800003 129.559998 18.936001 151.054550 11.320000 112.559998 53.910000 65.900002 24.299999 92.750000 46.500000 151.500000 1113.500000 56.400002 65.199997 3.210000 184.199997 50.790001 1547.400024 100.139999 6.191000 227.399994 495.500000 11.190000 100.239998 163.750000 55.060001 2.055000 37.880001 27.719999 15.450000 5.430000 25.875000 30.450001 151.339996 41.450001 5.010000 23.790001 80.250000 176.759995 9730.000000 34.060001 3833.030029
02/06/2022 564.419983 658.299988 323.540009 57.799999 53.720001 99.519997 330.700012 124.360001 198.500000 131.000000 18.900000 149.563629 11.095000 110.959999 54.169998 66.320000 24.025000 91.139999 47.500000 152.750000 1128.000000 54.959999 66.110001 3.160000 183.149994 51.299999 1479.800049 98.559998 6.154000 227.399994 503.000000 11.140000 99.029999 158.750000 54.590000 2.046500 38.654999 29.250000 15.260000 5.340000 25.549999 30.280001 154.500000 41.580002 4.990000 23.959999 81.320000 184.000000 9276.000000 35.400002 3800.100098
03/06/2022 567.159973 659.750000 330.290009 58.040001 53.560001 100.589996 330.549988 122.839996 196.419998 129.899994 19.218000 148.381821 11.030000 109.599998 53.779999 66.639999 23.770000 90.709999 47.645000 151.199997 1117.500000 55.900002 66.910004 3.170000 183.350006 51.720001 1466.400024 97.199997 6.059000 227.600006 508.899994 11.150000 98.440002 156.699997 54.959999 2.048000 38.939999 29.004999 14.880000 5.370000 26.000000 30.280001 155.880005 41.590000 5.030000 23.910000 81.529999 185.960007 9000.000000 35.480000 3761.189941
06/06/2022 579.609985 653.880005 336.380005 59.279999 53.959999 102.169998 324.399994 122.699997 193.899994 127.879997 19.118000 145.745453 10.810000 108.800003 53.110001 66.739998 23.655001 89.760002 46.939999 149.149994 1105.000000 56.000000 67.300003 3.230000 181.500000 51.730000 1449.800049 96.820000 5.951000 223.199997 511.000000 11.180000 98.010002 154.350006 55.320000 2.016000 37.279999 28.900000 15.060000 5.430000 25.575001 30.900000 157.800003 41.680000 5.060000 23.799999 82.330002 182.440002 9242.000000 34.980000 3813.290039
07/06/2022 564.719971 644.890015 331.540009 59.070000 53.220001 100.480003 333.750000 126.180000 195.880005 131.759995 19.118000 149.127274 10.890000 110.180000 53.070000 65.860001 23.620001 90.080002 47.459999 152.350006 1130.500000 55.849998 67.300003 3.170000 185.750000 52.990002 1500.400024 98.449997 6.000000 224.899994 524.900024 11.050000 98.669998 154.350006 56.860001 2.010000 37.279999 28.900000 14.730000 5.380000 25.639999 30.570000 160.179993 41.200001 4.990000 23.360001 82.330002 182.440002 9076.000000 34.980000 3830.209961
08/06/2022 573.599976 650.030029 330.929993 60.320000 53.139999 100.570000 330.899994 124.820000 196.759995 130.960007 19.250000 153.220001 10.895000 109.500000 53.150002 66.309998 23.719999 89.989998 47.020000 153.000000 1126.000000 55.919998 67.900002 3.180000 183.649994 52.619999 1466.000000 96.099998 5.942000 228.000000 527.900024 11.200000 98.129997 155.699997 56.139999 1.988800 38.314999 29.379999 15.030000 5.320000 25.680000 30.850000 158.440002 40.980000 5.010000 25.320000 83.610001 188.979996 9000.000000 35.660000 3815.770020
09/06/2022 559.409973 629.760010 324.250000 60.080002 52.689999 98.809998 331.200012 124.980003 196.600006 130.360001 19.150000 148.419998 10.845000 110.519997 53.009998 66.320000 23.799999 90.889999 48.439999 151.050003 1115.000000 54.340000 67.660004 3.100000 182.199997 52.330002 1481.400024 97.550003 5.970000 230.399994 523.000000 10.920000 98.029999 154.949997 55.750000 2.027000 38.189999 28.940001 14.690000 5.110000 25.920000 30.240000 156.839996 40.169998 4.950000 25.540001 82.910004 186.339996 8442.000000 35.570000 3780.030029
13/06/2022 498.049988 577.719971 302.630005 56.389999 50.150002 90.650002 324.700012 123.139999 191.139999 126.739998 18.677999 143.899994 10.690000 107.800003 51.849998 65.709999 23.305000 90.750000 51.000000 148.149994 1085.500000 52.000000 67.660004 2.700000 177.250000 52.599998 1434.599976 97.489998 5.834000 224.500000 517.500000 9.820000 96.000000 150.550003 53.759998 1.980000 36.634998 28.270000 13.160000 4.350000 25.584999 27.250000 158.119995 35.360001 4.630000 23.850000 83.410004 185.000000 8296.000000 35.549999 3581.870117
15/06/2022 499.380005 565.890015 299.600006 56.090000 48.860001 92.769997 309.899994 113.680000 180.820007 122.099998 17.950001 137.800003 10.200000 100.099998 47.485001 62.750000 22.320000 87.330002 47.869999 139.500000 1024.500000 52.930000 63.500000 2.800000 172.300003 49.099998 1287.000000 90.269997 5.397000 217.300003 503.000000 10.280000 97.769997 150.350006 52.139999 1.767000 34.500000 25.995001 13.310000 4.410000 25.355000 27.850000 148.320007 36.230000 4.710000 23.620001 78.779999 172.039993 8260.000000 32.139999 3496.280029
16/06/2022 479.760010 568.619995 289.839996 53.380001 48.730000 92.360001 309.100006 113.279999 183.000000 120.320000 17.860001 138.759995 10.095000 98.610001 47.500000 63.840000 22.280001 86.730003 48.740002 137.449997 1014.500000 51.139999 62.480000 2.750000 176.000000 49.474998 1236.800049 89.449997 5.400000 217.000000 496.350006 10.060000 93.839996 151.550003 53.290001 1.783800 34.689999 25.049999 12.850000 4.350000 25.400000 26.379999 146.839996 35.500000 4.620000 23.400000 78.800003 167.399994 8240.000000 30.900000 3528.110107
17/06/2022 467.500000 563.000000 285.040009 53.410000 49.180000 92.669998 305.200012 110.120003 185.000000 118.800003 17.986000 136.320007 10.020000 98.199997 49.474998 63.799999 22.785000 84.699997 48.259998 136.449997 991.599976 52.060001 63.000000 2.800000 171.050003 48.945000 1182.000000 90.070000 5.465000 217.000000 502.700012 10.200000 94.389999 153.500000 51.860001 1.890000 35.090000 24.600000 12.860000 4.470000 25.295000 26.340000 146.300003 35.689999 4.650000 22.879999 78.879997 166.440002 8416.000000 31.910000 3433.560059
21/06/2022 488.980011 598.000000 293.390015 53.230000 49.970001 94.330002 306.100006 109.279999 185.660004 119.540001 18.048000 136.039993 9.986000 96.550003 48.220001 63.430000 22.844999 85.589996 47.840000 135.449997 980.400024 52.009998 63.520000 2.950000 171.899994 48.470001 1190.000000 91.660004 5.550000 217.000000 501.100006 10.610000 96.360001 154.399994 51.299999 1.847000 35.275002 24.879999 13.380000 4.550000 25.405001 25.450001 146.800003 34.959999 4.730000 23.410000 79.449997 165.059998 8276.000000 31.570000 3443.250000
22/06/2022 486.440002 581.359985 293.589996 51.540001 49.720001 93.080002 304.950012 103.279999 184.399994 118.000000 17.872000 131.820007 9.908000 93.879997 48.049999 61.750000 22.625000 84.980003 47.790001 136.600006 976.599976 51.500000 62.000000 2.920000 170.550003 45.820000 1202.400024 90.360001 5.382000 221.300003 492.149994 10.540000 95.059998 154.899994 50.369999 1.801000 34.575001 23.459999 13.030000 4.560000 25.415001 24.580000 143.479996 34.279999 4.680000 22.520000 77.669998 162.940002 8410.000000 30.580000 3469.830078
23/06/2022 483.899994 586.070007 296.959991 51.689999 50.400002 93.339996 308.750000 104.180000 184.320007 116.139999 18.216000 129.699997 9.930000 94.900002 47.700001 62.889999 22.580000 85.000000 49.560001 139.899994 978.799988 52.380001 62.139999 2.850000 169.750000 45.500000 1241.000000 91.230003 5.480000 219.199997 487.350006 10.250000 95.989998 154.300003 52.169998 1.808200 35.535000 23.940001 13.070000 4.460000 25.084999 24.469999 142.100006 33.980000 4.640000 22.850000 78.000000 169.000000 8484.000000 31.500000 3494.000000
24/06/2022 499.049988 605.119995 297.510010 51.240002 52.389999 95.790001 309.450012 104.260002 187.039993 115.059998 18.502001 130.580002 10.000000 98.000000 48.230000 63.700001 22.750000 85.500000 50.000000 141.000000 984.200012 53.110001 63.139999 2.850000 169.449997 46.200001 1250.000000 96.500000 5.495000 219.199997 487.649994 10.210000 93.580002 155.199997 52.000000 1.890000 35.000000 24.209999 12.850000 4.490000 25.215000 23.910000 144.199997 34.790001 4.690000 23.209999 79.129997 166.360001 8776.000000 31.240000 3456.350098
27/06/2022 514.969971 622.799988 299.619995 52.369999 52.860001 97.750000 311.549988 101.860001 182.399994 112.239998 18.348000 130.899994 9.656000 94.339996 48.384998 61.150002 22.375000 83.699997 49.205002 138.300003 993.400024 53.799999 63.180000 2.910000 168.649994 44.235001 1212.199951 93.580002 5.430000 217.899994 486.000000 10.410000 94.000000 153.600006 51.599998 1.853200 34.794998 23.850000 13.140000 4.630000 25.049999 24.150000 144.100006 35.070000 4.840000 23.100000 78.120003 163.639999 8796.000000 31.400000 3443.280029
28/06/2022 508.049988 621.590027 296.250000 53.639999 52.570000 96.559998 316.000000 101.320000 183.600006 112.459999 18.670000 128.600006 9.370000 92.599998 48.959999 60.830002 22.330000 85.349998 50.169998 137.100006 998.799988 54.730000 62.130001 2.920000 171.500000 43.020000 1292.000000 93.629997 5.295000 217.500000 483.600006 10.390000 93.410004 155.550003 50.889999 1.883800 34.965000 23.650000 13.300000 4.650000 24.510000 24.370001 143.860001 34.919998 4.840000 23.150000 78.050003 163.960007 8486.000000 31.290001 3537.860107
29/06/2022 491.100006 620.000000 291.130005 54.540001 52.630001 94.330002 324.549988 99.970001 179.940002 113.559998 18.600000 130.800003 9.936000 91.680000 47.290001 58.650002 22.000000 87.339996 51.450001 142.449997 1043.000000 54.419998 58.919998 2.880000 172.550003 41.619999 1341.000000 92.980003 5.445000 221.100006 493.000000 10.250000 90.889999 156.949997 51.060001 1.857000 35.279999 23.620001 12.850000 4.560000 24.330000 24.799999 140.000000 34.480000 4.760000 22.840000 75.269997 166.779999 8276.000000 31.070000 3545.919922
30/06/2022 474.149994 611.000000 284.119995 52.389999 50.200001 89.910004 340.700012 103.339996 181.619995 116.800003 18.785999 135.820007 10.065000 93.220001 48.080002 57.099998 22.485001 88.269997 59.750000 146.600006 1090.000000 53.320000 59.000000 2.750000 180.300003 42.599998 1416.199951 95.000000 5.525000 221.100006 510.000000 9.740000 90.000000 157.649994 52.500000 1.925000 36.055000 24.250000 12.320000 4.450000 24.940001 23.670000 140.179993 34.110001 4.600000 22.280001 75.610001 172.199997 8248.000000 31.850000 3534.820068
01/07/2022 455.299988 584.549988 283.519989 52.549999 50.310001 89.769997 337.399994 103.739998 181.919998 117.919998 18.926001 134.539993 9.980000 94.110001 48.314999 59.680000 22.055000 87.860001 59.389999 144.899994 1077.500000 53.919998 59.750000 2.760000 180.000000 43.099998 1428.400024 94.480003 5.409000 221.100006 504.000000 9.770000 91.000000 159.750000 52.910000 1.904800 36.615002 24.799999 12.140000 4.460000 25.070000 23.610001 140.500000 34.290001 4.610000 22.900000 76.629997 171.240005 8334.000000 31.219999 3501.199951
05/07/2022 419.190002 593.169983 272.179993 51.410000 50.049999 87.570000 325.649994 103.419998 182.139999 115.879997 18.912001 133.240005 10.095000 93.220001 47.400002 59.410000 22.045000 86.660004 58.830002 142.350006 1054.000000 54.150002 57.939999 2.650000 177.350006 42.619999 1388.800049 95.349998 5.440000 221.100006 493.600006 9.380000 91.699997 157.500000 52.480000 1.878000 35.619999 23.985001 11.570000 4.310000 25.150000 22.500000 138.300003 33.419998 4.470000 22.600000 75.000000 167.059998 8346.000000 31.020000 3450.620117
06/07/2022 433.250000 610.609985 269.609985 48.869999 49.849998 90.040001 324.950012 100.660004 181.520004 113.320000 18.934000 130.539993 9.920000 90.699997 46.599998 57.299999 21.635000 85.120003 61.040001 140.100006 1060.000000 54.529999 56.480000 2.590000 171.699997 41.029999 1387.199951 92.000000 5.300000 221.199997 492.200012 9.290000 89.980003 158.449997 52.480000 1.842000 35.369999 23.485001 11.520000 4.290000 24.700001 21.930000 133.000000 33.900002 4.510000 23.010000 73.220001 167.880005 8256.000000 30.209999 3458.989990
07/07/2022 438.760010 623.650024 274.820007 50.279999 50.099998 89.879997 327.799988 96.519997 179.419998 111.839996 18.889999 128.240005 9.892000 92.089996 44.900002 56.360001 21.450001 84.879997 62.349998 141.050003 1053.000000 54.360001 54.660000 2.650000 175.500000 40.939999 1370.000000 93.370003 5.155000 228.500000 486.600006 9.390000 90.940002 160.199997 52.970001 1.759800 35.505001 22.350000 12.050000 4.420000 24.844999 22.520000 126.099998 34.230000 4.580000 23.680000 72.860001 166.820007 8380.000000 29.480000 3464.389893
08/07/2022 444.609985 615.840027 274.760010 50.580002 50.070000 90.080002 330.950012 96.629997 182.919998 111.639999 19.250000 128.360001 10.380000 96.190002 45.490002 57.939999 21.860001 86.000000 64.739998 145.000000 1069.500000 55.369999 55.540001 2.640000 176.350006 41.665001 1405.199951 96.059998 5.343000 230.600006 490.649994 9.570000 91.779999 155.199997 53.599998 1.766000 35.980000 22.405001 12.590000 4.430000 25.254999 22.920000 129.020004 35.209999 4.610000 23.980000 74.470001 168.259995 8064.000000 29.760000 3368.510010
11/07/2022 449.559998 607.559998 270.940002 49.419998 50.160000 89.169998 332.899994 97.760002 184.020004 113.139999 19.344000 128.839996 10.310000 93.800003 46.325001 57.340000 21.840000 86.620003 65.000000 140.449997 1071.000000 55.209999 54.139999 2.590000 172.800003 41.990002 1393.000000 95.529999 5.325000 227.600006 494.549988 9.400000 93.779999 157.199997 53.840000 1.735800 35.915001 21.924999 12.450000 4.360000 25.365000 22.590000 127.980003 34.490002 4.590000 23.459999 73.309998 168.880005 8000.000000 28.200001 3443.250000
12/07/2022 440.570007 612.320007 274.959991 48.240002 50.130001 87.849998 334.899994 94.620003 176.360001 115.059998 19.059999 124.180000 10.215000 90.570000 44.259998 55.980000 20.625000 83.889999 67.199997 141.199997 1076.000000 54.650002 51.360001 2.430000 177.100006 40.139999 1394.199951 93.900002 5.130000 220.899994 488.299988 9.140000 92.120003 155.899994 53.189999 1.698600 35.674999 21.570000 12.170000 4.040000 25.264999 22.139999 122.739998 34.310001 4.600000 23.680000 72.250000 166.220001 7602.000000 28.389999 3484.709961
13/07/2022 430.480011 595.000000 270.140015 48.020000 49.360001 84.570000 349.000000 96.919998 178.940002 116.660004 19.106001 127.660004 10.280000 94.449997 44.240002 56.740002 21.020000 85.879997 67.500000 144.750000 1116.500000 54.540001 51.400002 2.420000 180.699997 40.185001 1471.400024 96.129997 5.225000 223.399994 495.500000 9.080000 94.269997 162.449997 54.209999 1.703200 35.645000 22.105000 11.930000 4.070000 25.980000 22.070000 122.480003 34.200001 4.520000 23.580000 72.550003 164.740005 7734.000000 28.910000 3485.000000
14/07/2022 442.200012 605.719971 267.820007 46.119999 48.939999 84.639999 344.450012 97.779999 178.240005 116.379997 19.136000 127.519997 10.100000 94.779999 44.404999 56.340000 21.225000 86.309998 71.000000 143.750000 1079.500000 53.990002 53.650002 2.330000 177.000000 41.125000 1453.800049 99.000000 5.277000 224.500000 507.500000 8.770000 91.650002 159.149994 53.279999 1.745600 36.400002 22.715000 11.710000 3.980000 25.950001 21.110001 126.879997 33.759998 4.440000 23.240000 74.150002 168.539993 7590.000000 28.870001 3457.149902
15/07/2022 465.390015 598.200012 275.260010 47.779999 49.770000 87.000000 325.000000 98.419998 178.220001 114.000000 19.209999 126.839996 9.900000 94.699997 44.205002 57.099998 21.215000 86.699997 66.180000 140.600006 1047.000000 54.419998 53.959999 2.360000 175.350006 41.805000 1441.199951 97.919998 5.219000 223.800003 485.799988 8.640000 90.680000 159.350006 53.060001 1.726800 35.980000 22.545000 11.980000 4.040000 26.344999 21.870001 130.179993 34.619999 4.530000 24.410000 74.150002 165.100006 7654.000000 28.059999 3481.820068
18/07/2022 483.609985 616.890015 279.760010 49.759998 50.939999 88.760002 329.500000 95.879997 178.279999 115.080002 19.222000 127.459999 10.185000 95.510002 43.834999 56.150002 21.350000 85.830002 65.699997 143.600006 1072.500000 55.070000 53.580002 2.400000 178.399994 41.264999 1443.800049 97.519997 5.216000 221.300003 491.649994 8.970000 93.800003 160.949997 53.349998 1.710000 35.775002 22.780001 12.390000 4.120000 26.170000 22.530001 130.279999 35.259998 4.630000 24.990000 73.790001 163.080002 7740.000000 28.010000 3449.340088
19/07/2022 484.869995 638.809998 280.820007 49.930000 51.279999 90.559998 340.250000 96.739998 176.160004 114.620003 19.290001 127.800003 9.990000 101.820000 43.645000 55.939999 21.510000 86.370003 68.690002 146.100006 1111.000000 55.680000 53.330002 2.490000 179.949997 42.044998 1460.199951 101.220001 5.150000 222.800003 500.600006 9.270000 95.500000 164.100006 54.209999 1.700600 35.860001 22.629999 12.660000 4.280000 26.285000 22.790001 129.580002 35.669998 4.570000 25.629999 73.720001 160.440002 7776.000000 27.930000 3402.679932
20/07/2022 492.899994 659.400024 284.399994 50.410000 50.959999 91.769997 335.149994 95.779999 175.600006 114.279999 19.100000 125.980003 9.866000 100.419998 42.610001 56.049999 21.280001 86.430000 64.889999 146.250000 1100.500000 55.540001 51.630001 2.460000 180.550003 40.259998 1423.199951 100.559998 5.070000 215.800003 498.649994 9.340000 98.180000 165.100006 53.599998 1.666800 35.535000 22.959999 12.850000 4.230000 25.924999 22.870001 127.820000 35.880001 4.680000 25.510000 72.989998 159.600006 8000.000000 28.110001 3480.360107
21/07/2022 530.000000 650.039978 282.500000 48.490002 49.180000 87.839996 337.850006 96.410004 170.580002 114.040001 18.896000 125.040001 9.752000 99.820000 41.134998 54.400002 20.735001 85.550003 63.689999 147.350006 1095.500000 53.700001 50.889999 2.460000 178.649994 40.799999 1418.800049 101.239998 4.870000 219.800003 494.200012 9.230000 96.400002 160.050003 52.980000 1.601000 35.799999 22.735001 12.630000 4.210000 25.730000 22.219999 127.419998 35.689999 4.970000 25.620001 72.529999 155.160004 8190.000000 28.000000 3498.429932
22/07/2022 542.409973 649.809998 287.179993 49.090000 49.459999 94.779999 340.049988 100.300003 174.080002 118.660004 19.100000 128.020004 9.808000 104.519997 42.395000 55.900002 21.200001 88.120003 63.750000 151.699997 1125.000000 54.130001 53.369999 2.470000 181.600006 42.980000 1517.000000 104.400002 4.843000 219.800003 501.600006 9.240000 98.470001 160.149994 53.830002 1.643400 36.430000 23.535000 12.880000 4.220000 26.000000 22.500000 133.740005 36.220001 5.090000 25.320000 75.300003 161.600006 7964.000000 28.290001 3583.860107
25/07/2022 535.419983 650.049988 286.920013 49.790001 50.419998 93.000000 338.100006 100.220001 172.919998 117.099998 19.000000 125.500000 9.728000 103.000000 42.000000 55.090000 21.035000 87.190002 65.190002 148.500000 1130.000000 54.889999 53.619999 2.490000 178.750000 42.299999 1525.400024 102.980003 4.882000 224.000000 506.600006 9.510000 96.400002 159.750000 53.669998 1.669800 36.389999 23.219999 13.140000 4.250000 25.940001 22.530001 134.699997 36.480000 5.120000 25.559999 75.449997 164.000000 8088.000000 28.469999 3581.719971
26/07/2022 528.049988 629.510010 284.529999 50.299999 50.230000 90.879997 348.750000 105.800003 176.600006 120.739998 19.073999 129.300003 9.828000 106.360001 44.275002 58.500000 21.389999 90.349998 68.139999 154.949997 1179.000000 54.610001 56.160000 2.440000 182.899994 45.009998 1588.800049 104.760002 4.995000 224.100006 531.000000 9.370000 97.239998 163.300003 54.980000 1.785400 37.900002 24.350000 12.890000 4.140000 26.330000 22.549999 142.279999 35.570000 5.080000 24.370001 78.129997 176.559998 8060.000000 29.639999 3589.959961
27/07/2022 533.619995 662.500000 286.190002 50.080002 50.160000 89.599998 339.299988 106.800003 175.339996 122.620003 18.948000 128.660004 9.734000 104.580002 43.900002 58.610001 21.040001 88.709999 67.599998 152.649994 1174.000000 55.349998 55.720001 2.460000 181.000000 44.485001 1600.000000 103.199997 4.670000 217.000000 526.000000 9.360000 98.459999 163.850006 54.000000 1.632000 38.330002 25.000000 13.060000 4.180000 26.400000 22.610001 139.919998 36.490002 5.120000 24.240000 77.209999 173.440002 7782.000000 29.500000 3592.330078
28/07/2022 547.799988 667.000000 286.440002 49.750000 50.570000 90.730003 345.799988 106.400002 174.199997 125.320000 18.606001 128.139999 9.778000 104.120003 44.230000 57.209999 21.155001 88.639999 68.800003 153.899994 1194.000000 52.990002 55.080002 2.410000 185.250000 43.395000 1653.199951 102.519997 4.727000 219.500000 525.500000 9.430000 98.709999 165.300003 53.889999 1.656600 38.250000 25.250000 13.790000 4.190000 26.299999 22.740000 135.500000 37.389999 5.150000 24.230000 76.709999 174.820007 8138.000000 29.959999 3602.010010
29/07/2022 561.450012 692.619995 299.130005 50.220001 50.000000 92.540001 350.549988 104.800003 174.179993 124.639999 18.080000 129.020004 9.970000 105.500000 44.134998 56.619999 21.205000 89.239998 67.790001 154.649994 1205.000000 53.130001 54.720001 2.430000 185.500000 43.020000 1625.000000 102.800003 4.700000 220.699997 530.200012 9.630000 99.250000 160.949997 53.480000 1.659000 37.720001 24.990000 14.120000 4.440000 26.459999 23.840000 132.500000 38.000000 5.190000 24.190001 76.989998 175.139999 8144.000000 31.709999 3583.389893
01/08/2022 573.239990 704.429993 300.429993 50.529999 49.009998 93.779999 351.450012 104.000000 174.160004 123.540001 18.087999 128.940002 9.964000 105.400002 44.575001 58.029999 21.389999 89.660004 67.650002 153.500000 1200.000000 53.000000 55.189999 2.460000 185.300003 43.099998 1635.000000 102.480003 4.730000 219.800003 531.299988 9.680000 100.000000 161.300003 53.950001 1.676200 37.535000 24.730000 14.480000 4.480000 25.760000 24.260000 131.899994 38.330002 5.220000 24.480000 77.610001 174.800003 8222.000000 30.780001 3623.290039
02/08/2022 562.080017 695.700012 298.429993 49.910000 49.549999 91.550003 354.950012 103.059998 174.380005 124.660004 18.143999 129.220001 10.210000 104.900002 44.590000 57.840000 21.695000 90.440002 66.669998 150.850006 1186.000000 52.419998 56.500000 2.420000 187.600006 42.424999 1584.000000 103.779999 4.738500 222.000000 521.099976 9.670000 99.250000 162.250000 56.380001 1.669800 37.145000 24.420000 14.500000 4.540000 26.504999 23.520000 131.059998 37.939999 5.170000 24.549999 76.500000 163.240005 8274.000000 30.170000 3662.699951
03/08/2022 570.000000 695.400024 299.880005 50.480000 49.480000 92.260002 355.750000 104.839996 174.679993 132.300003 18.535999 130.500000 10.325000 102.400002 44.755001 57.290001 21.950001 89.989998 65.739998 154.149994 1208.500000 52.490002 57.200001 2.430000 190.000000 42.055000 1679.800049 104.779999 4.735000 219.699997 530.000000 9.700000 99.400002 166.600006 54.900002 1.695000 37.035000 25.500000 14.340000 4.570000 26.270000 23.440001 133.000000 37.919998 5.170000 23.990000 77.220001 160.639999 8014.000000 31.150000 3701.629883
04/08/2022 583.169983 708.450012 301.420013 49.709999 49.450001 95.139999 361.000000 106.660004 174.639999 135.300003 18.441999 134.080002 10.350000 103.800003 45.900002 57.250000 22.150000 91.449997 64.269997 157.199997 1280.000000 53.299999 57.290001 2.480000 192.000000 42.715000 1724.400024 106.000000 4.982000 220.000000 560.000000 9.420000 99.949997 169.399994 53.889999 1.730000 38.084999 26.084999 14.650000 4.650000 26.785000 23.330000 137.399994 38.480000 5.210000 25.020000 78.889999 164.820007 8400.000000 32.110001 3687.989990
05/08/2022 571.630005 685.400024 300.109985 48.700001 49.189999 93.650002 367.549988 108.180000 177.539993 134.300003 18.610001 133.479996 10.430000 104.360001 46.325001 56.970001 22.434999 93.089996 63.250000 154.149994 1320.000000 53.110001 57.349998 2.520000 191.000000 43.334999 1745.000000 106.919998 4.922000 221.899994 557.000000 9.480000 99.699997 170.050003 53.610001 1.736400 39.000000 26.410000 14.520000 4.650000 26.920000 22.990000 138.440002 38.560001 5.150000 24.410000 79.930000 167.800003 8684.000000 32.509998 3733.520020
08/08/2022 578.000000 706.950012 305.660004 50.980000 49.160000 95.019997 370.000000 106.459999 177.500000 132.339996 18.718000 132.460007 10.365000 102.019997 45.814999 56.529999 22.250000 91.589996 63.119999 157.050003 1345.000000 53.900002 57.250000 2.570000 192.800003 42.900002 1736.599976 106.760002 4.953000 221.899994 548.000000 9.800000 101.339996 171.699997 53.500000 1.750000 39.439999 26.545000 14.860000 4.700000 27.020000 23.430000 137.800003 39.139999 5.220000 25.750000 79.430000 170.419998 8646.000000 31.469999 3751.510010
09/08/2022 551.099976 708.150024 300.649994 51.990002 48.790001 94.190002 361.850006 106.360001 176.740005 131.419998 18.816000 132.399994 10.450000 102.720001 46.424999 58.009998 23.340000 91.470001 62.230000 154.600006 1312.500000 53.919998 57.220001 2.610000 188.649994 43.825001 1760.000000 106.900002 4.888000 221.899994 539.299988 9.780000 100.980003 172.399994 53.650002 1.756600 39.000000 27.000000 14.900000 4.770000 27.000000 23.629999 140.119995 38.820000 5.180000 25.260000 78.930000 166.199997 8790.000000 31.680000 3737.310059
10/08/2022 558.719971 705.549988 308.019989 52.630001 46.860001 96.199997 362.450012 107.820000 180.000000 132.820007 18.740000 132.960007 10.385000 104.300003 47.264999 59.049999 23.400000 92.019997 64.900002 158.300003 1349.500000 54.650002 58.900002 2.630000 191.100006 43.869999 1807.800049 107.639999 4.902000 223.500000 556.799988 9.830000 101.000000 174.550003 53.970001 1.780200 39.529999 28.000000 15.050000 4.810000 26.840000 23.620001 144.479996 39.480000 5.200000 26.120001 77.339996 170.240005 8646.000000 31.639999 3752.260010
